site_x,site_y,n_overlap,slope,intercept,r2
9.1_17.2,3.1,323,0.7283174115149893,0.9053333925594992,0.8030658734049109
19.1,15.1,158,0.7438746325181751,1.196598947038844,0.8039145300135342
33.1,9.1_17.2,93,0.932769112155175,3.134056397658892,0.8040929380546649
22.1,5.1_19.3_24.2,169,0.697853937467411,2.2424546153305975,0.80635143368578
27.1,25.1,189,0.9033322471999243,1.599402106320183,0.8065481326684785
32.2,7.2,59,1.0582957361441367,-0.7209840328397229,0.8073359487195108
23.1,19.2,56,1.4708409064522965,-2.650567958969488,0.8087836546423961
22.1,3.1,238,0.7053601289022093,0.8760001289485458,0.8092669337245758
19.1,12.1_5.2,147,0.8035732561203581,1.5219896004934856,0.8098141418830823
34.1_16.1,24.1_1.2,116,0.6881465099357897,1.3166576683400768,0.8115788300955058
32.2,23.1,62,0.815490910851546,1.4363091792833196,0.8126027973613492
9.2,2.1,71,1.130207042628828,0.5417985352445772,0.8135180983345417
24.1_1.2,22.1,145,1.112681824108783,1.2541409069962126,0.8140085763454664
23.1,5.1_19.3_24.2,164,0.8492881611541867,0.7492347767363027,0.8142773917615165
12.1_5.2,2.1,307,0.834595680115255,0.965419571767356,0.8143270671544859
23.1,14.1,226,1.0097809420121586,-0.062391019393751926,0.8143942987964018
31.2,23.1,82,0.8198617466466024,1.113085336364621,0.8165373787284733
30.1_17.1,9.1_17.2,87,0.7549584979500077,-0.0823059961602959,0.8177535200505761
34.1_16.1,28.1,122,0.13908473356386186,1.2738021848276706,0.8220291983131267
12.1_5.2,9.1_17.2,232,0.8322384291899347,1.404178385060986,0.8233159979272054
24.1_1.2,8.1_34.2,324,0.9906815988475508,1.1911566747603315,0.8235162191622233
28.1,1.1,97,0.8842347997326893,0.1315325758845883,0.8240048884872511
24.1_1.2,9.1_17.2,232,1.021249245645327,1.017339637394988,0.8246219570576852
30.1_17.1,7.1_4.1,135,0.9916232818254705,0.3212814491470684,0.8249114936219882
27.1,12.1_5.2,176,1.0486265055962631,0.5079059768607069,0.8266183683767564
29.1,23.1,229,0.8558925951062273,1.353124501383217,0.8270031234191698
33.1,29.1,93,0.9080683976009151,2.52344901947529,0.8271299332509057
20.1,1.1,106,1.218118115101301,-0.4707242668889724,0.8275246734346866
31.2,2.1,85,0.778468549545036,0.3360243650489458,0.8276196730018156
12.1_5.2,8.1_34.2,304,0.8253700114176918,1.3535755194617258,0.8279191989532135
29.1,25.1,237,0.681007985930887,1.8295569058334304,0.8280003686347333
20.1,8.1_34.2,147,1.1076225265344908,-0.24726344988186394,0.8282895116415097
35.2,23.1,70,1.0188018367555314,1.629368416524346,0.8293941182308873
31.2,5.1_19.3_24.2,39,0.7602690029428729,0.6823831768823931,0.8302615575441884
8.1_34.2,5.1_19.3_24.2,154,0.833923196430544,1.4870792392158416,0.8306975269227029
20.1,12.1_5.2,126,1.064787557661259,0.26485258137281936,0.8307525712489875
22.1,21.1,238,0.7614765160718544,1.7741424349097943,0.8311042934861774
8.1_34.2,3.1,391,0.7859990932838051,0.6043404747616076,0.831181947393697
21.1,19.1,159,1.090741527521137,0.13144341660731454,0.8320185948994547
33.1,21.1,93,0.8717154823624089,1.9201171782966708,0.8331233876162293
22.1,9.2,70,0.6489678652990594,0.8337263118801119,0.8341558603623838
